topic,crops,parameter,fact_type,statement,value,min_value,max_value,unit,condition,action,evidence_quote,confidence,source_file,source_name,page_start,page_end,section,chunk_id,relevance_score,provenance,knowledge_text,fact_id
nitrogen,,denitrification,definition,Denitrification is a microbial process that occurs primarily when soils are saturated with water.,,,,None,soils saturated with water,None,"Nitrogen can also be lost from soil by denitrification, a microbial process that occurs primarily when soils are saturated with water.",0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,305,305,,2d658fb821f76a0ea6f603556ee91a21489ecd00,0.6986,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 305, ""page_end"": 305, ""chunk_id"": ""2d658fb821f76a0ea6f603556ee91a21489ecd00"", ""evidence_quote"": ""Nitrogen can also be lost from soil by denitrification, a microbial process that occurs primarily when soils are saturated with water.""}]","Parameter: denitrification
Fact: Denitrification is a microbial process that occurs primarily when soils are saturated with water.
Condition: soils saturated with water
Recommended action: None",2aad0c07e9261f620adced1f700b7913933610b6
nitrogen,,denitrification,cause_effect,"Denitrification is especially problematic in soils with poor structure due to compaction or other causes, frequently a result of excessive tillage.",,,,None,"soils with poor structure due to compaction or other causes, frequently a result of excessive tillage",None,"It is especially problematic in soils with poor structure due to compaction or other causes, frequently a result of excessive tillage.",0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,305,305,,2d658fb821f76a0ea6f603556ee91a21489ecd00,0.6986,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 305, ""page_end"": 305, ""chunk_id"": ""2d658fb821f76a0ea6f603556ee91a21489ecd00"", ""evidence_quote"": ""It is especially problematic in soils with poor structure due to compaction or other causes, frequently a result of excessive tillage.""}]","Parameter: denitrification
Fact: Denitrification is especially problematic in soils with poor structure due to compaction or other causes, frequently a result of excessive tillage.
Condition: soils with poor structure due to compaction or other causes, frequently a result of excessive tillage
Recommended action: None",cf71967fd7b61c0d809fb68411e9e947c3d8eb9e
nitrogen,,illinois soil nitrogen test (isnt),measurement,The ISNT measures the amino-sugar portion of soil N.,,,,None,Illinois Soil Nitrogen Test,None,"The ISNT, which measures the amino-sugar portion of soil N, has unfortunately been found to be an inconsistent predictor of whether the plant needs extra N.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,340,340,,f1e4fd05151e951c01b5174a3e9dae6bf0e40396,0.724,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 340, ""page_end"": 340, ""chunk_id"": ""f1e4fd05151e951c01b5174a3e9dae6bf0e40396"", ""evidence_quote"": ""The ISNT, which measures the amino-sugar portion of soil N, has unfortunately been found to be an inconsistent predictor of whether the plant needs extra N.""}]","Parameter: illinois soil nitrogen test (isnt)
Fact: The ISNT measures the amino-sugar portion of soil N.
Condition: Illinois Soil Nitrogen Test
Recommended action: None",12b9a600ea11e4fac446e4c5abdec027942023cc
nitrogen,,leaf petiole nitrate tests,measurement,Leaf petiole nitrate tests are referenced in the index.,,,,None,None,None,"leaf petiole nitrate tests, 322",0.95,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,402,402,,56ce32413401b74363aa80a6566548aeec393243,0.5941,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 402, ""page_end"": 402, ""chunk_id"": ""56ce32413401b74363aa80a6566548aeec393243"", ""evidence_quote"": ""leaf petiole nitrate tests, 322""}]","Parameter: leaf petiole nitrate tests
Fact: Leaf petiole nitrate tests are referenced in the index.
Condition: None
Recommended action: None",0d79c5080507985467130a2edd8c764849614103
nitrogen,,manure application rate,management_action,"If starting to apply manure to a field, somewhat more will be needed in the first year than will be needed in years 2, 3 and 4 to supply the same total amount of nitrogen to a crop.",,,,None,starting manure application to a field,"Apply somewhat more manure in the first year than in years 2, 3 and 4 to supply the same total amount of nitrogen to a crop.","So, if you are starting to apply manure to a field, somewhat more will be needed in the first year than will be needed in years",0.8,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,142,142,,f7a5442029faaf3336e391740dcdc366db8fef10,0.7243,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 142, ""page_end"": 142, ""chunk_id"": ""f7a5442029faaf3336e391740dcdc366db8fef10"", ""evidence_quote"": ""So, if you are starting to apply manure to a field, somewhat more will be needed in the first year than will be needed in years""}]","Parameter: manure application rate
Fact: If starting to apply manure to a field, somewhat more will be needed in the first year than will be needed in years 2, 3 and 4 to supply the same total amount of nitrogen to a crop.
Condition: starting manure application to a field
Recommended action: Apply somewhat more manure in the first year than in years 2, 3 and 4 to supply the same total amount of nitrogen to a crop.",166f48686d2577f9bc45bf6ffede06a582f5d049
nitrogen,,manure nitrogen release,other_agronomic_fact,"50%, 15%, 5% and 2% of the amount of nitrogen added in manure may be released in the first, second, third and fourth years following addition to soils.",,,,None,manure nitrogen release over four years,None,"For example, 50%, 15%, 5% and 2% of the amount of nitrogen added in manure may be released in the first, second, third and fourth years following addition to soils.",0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,142,142,,f7a5442029faaf3336e391740dcdc366db8fef10,0.7243,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 142, ""page_end"": 142, ""chunk_id"": ""f7a5442029faaf3336e391740dcdc366db8fef10"", ""evidence_quote"": ""For example, 50%, 15%, 5% and 2% of the amount of nitrogen added in manure may be released in the first, second, third and fourth years following addition to soils.""}]","Parameter: manure nitrogen release
Fact: 50%, 15%, 5% and 2% of the amount of nitrogen added in manure may be released in the first, second, third and fourth years following addition to soils.
Condition: manure nitrogen release over four years
Recommended action: None",8680ed71ebea630a7788b9a7a4da469183cfe7a5
nitrogen,,mineralized nitrogen from nematode feeding,other_agronomic_fact,As much as 50% or more of mineralized nitrogen comes from nematode feeding.,50.0,,,%,nematode feeding on fungi and bacteria,None,As much as 50% or more of mineralized nitrogen comes from nematode feeding.,0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,71,71,,9004ae4a709816d7ee271b9ca50e2c8c548ed0d0,0.6142,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 71, ""page_end"": 71, ""chunk_id"": ""9004ae4a709816d7ee271b9ca50e2c8c548ed0d0"", ""evidence_quote"": ""As much as 50% or more of mineralized nitrogen comes from nematode feeding.""}]","Parameter: mineralized nitrogen from nematode feeding
Fact: As much as 50% or more of mineralized nitrogen comes from nematode feeding.
Explicit value: 50 %
Condition: nematode feeding on fungi and bacteria
Recommended action: None",bd59729f74bc94ecdc2c18572ce71eea4bd9c6a6
nitrogen,,n and p intake in dairy cows,other_agronomic_fact,"N and P intake in dairy cows can often be reduced by up to 25% through improved feed rations, without losses in productivity.",25.0,,,%,improved feed rations in dairy cows,None,"N and P intake can often be reduced by up to 25% through improved feed rations, without losses in productivity.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,201,201,,3f911503969af5e247fb414b6ab96c693f8d71ff,0.6496,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 201, ""page_end"": 201, ""chunk_id"": ""3f911503969af5e247fb414b6ab96c693f8d71ff"", ""evidence_quote"": ""N and P intake can often be reduced by up to 25% through improved feed rations, without losses in productivity.""}]","Parameter: n and p intake in dairy cows
Fact: N and P intake in dairy cows can often be reduced by up to 25% through improved feed rations, without losses in productivity.
Explicit value: 25 %
Condition: improved feed rations in dairy cows
Recommended action: None",1e73ffaa7383118db95e668da36edd2723a21ba7
nitrogen,,n availability from organic amendment,threshold,"If the organic amendment is around 5% N, about 40% of the N in the amendment will be available to plants.",40.0,,,% of N available,organic amendment N content around 5%,None,"But if it’s around 5% N, about 40% of the N in the amendment will be available.",0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,308,308,,4b3e896e961077cd0dc01a01690dabca81f4fa61,0.7395,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 308, ""page_end"": 308, ""chunk_id"": ""4b3e896e961077cd0dc01a01690dabca81f4fa61"", ""evidence_quote"": ""But if it’s around 5% N, about 40% of the N in the amendment will be available.""}]","Parameter: n availability from organic amendment
Fact: If the organic amendment is around 5% N, about 40% of the N in the amendment will be available to plants.
Explicit value: 40 % of N available
Condition: organic amendment N content around 5%
Recommended action: None",9873874886906c938f4d532e25afb506b1bd49d2
nitrogen,,n availability from organic amendment,threshold,"Little to no N will be available to plants if the organic amendment is around 2% N or less, corresponding to a high C:N ratio.",2.0,,,% N,organic amendment N content around 2% or less,None,Little to no N will be available to plants if the amendment is around 2% N or less (corresponding to a high C:N ratio).,0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,308,308,,4b3e896e961077cd0dc01a01690dabca81f4fa61,0.7395,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 308, ""page_end"": 308, ""chunk_id"": ""4b3e896e961077cd0dc01a01690dabca81f4fa61"", ""evidence_quote"": ""Little to no N will be available to plants if the amendment is around 2% N or less (corresponding to a high C:N ratio).""}]","Parameter: n availability from organic amendment
Fact: Little to no N will be available to plants if the organic amendment is around 2% N or less, corresponding to a high C:N ratio.
Explicit value: 2 % N
Condition: organic amendment N content around 2% or less
Recommended action: None",45cbe1020ef5affaa81134a86c91f218e83665d5
nitrogen,,n availability from soil organic matter,other_agronomic_fact,"Nitrogen becomes available from decomposing soil organic matter, commonly supplying about one third or more of crop uptake.",,,,None,decomposing soil organic matter,None,"Nitrogen becomes available from decomposing soil organic matter, commonly supplying about one third or more of crop uptake.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,307,307,,5efc26725826221d6c76c88b3ff7505d4550add0,0.7593,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 307, ""page_end"": 307, ""chunk_id"": ""5efc26725826221d6c76c88b3ff7505d4550add0"", ""evidence_quote"": ""Nitrogen becomes available from decomposing soil organic matter, commonly supplying about one third or more of crop uptake.""}]","Parameter: n availability from soil organic matter
Fact: Nitrogen becomes available from decomposing soil organic matter, commonly supplying about one third or more of crop uptake.
Condition: decomposing soil organic matter
Recommended action: None",1b3ec2c813555cc2bf5e2caf16e767e884710ce2
nitrogen,,n balance,threshold,"If the N balance is below 0, the soil is being mined of nitrogen.",0.0,,,pounds per acre,N balance below 0,None,"If the N balance is below 0, the soil is being mined of nitrogen.",0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,111,111,,219926952f35f68c1cf125ba399a28bd01a80dbd,0.7667,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 111, ""page_end"": 111, ""chunk_id"": ""219926952f35f68c1cf125ba399a28bd01a80dbd"", ""evidence_quote"": ""If the N balance is below 0, the soil is being mined of nitrogen.""}]","Parameter: n balance
Fact: If the N balance is below 0, the soil is being mined of nitrogen.
Explicit value: 0 pounds per acre
Condition: N balance below 0
Recommended action: None",144634a76ec5d5bb253283921945147d07b3bac5
nitrogen,,n balance,optimal_range,Optimum N balances are generally between 0 and +50 pounds per acre.,,0.0,50.0,pounds per acre,N balance,None,Optimum N balances are generally between 0 and +50 pounds per acre.,0.99,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,111,111,,219926952f35f68c1cf125ba399a28bd01a80dbd,0.7667,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 111, ""page_end"": 111, ""chunk_id"": ""219926952f35f68c1cf125ba399a28bd01a80dbd"", ""evidence_quote"": ""Optimum N balances are generally between 0 and +50 pounds per acre.""}]","Parameter: n balance
Fact: Optimum N balances are generally between 0 and +50 pounds per acre.
Explicit range: 0 to 50 pounds per acre
Condition: N balance
Recommended action: None",62ad2ecd2c0de8d03d234fa04bb6c7b6f2669e56
nitrogen,,n content of liquid dairy manure,other_agronomic_fact,"The average liquid dairy manure is around 25 pounds of N per 1,000 gallons, but some manures may be 10 pounds N or less, or 40 pounds N or more, per 1,000 gallons.",25.0,,,"pounds N per 1,000 gallons",liquid dairy manure,None,"while the average liquid dairy manure is around 25 pounds of N per 1,000 gallons, there are manures that might be 10 pounds N or less, or 40 pounds N or more, per 1,000 gallons.",0.98,/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf,Building-Soils-for-Better-Crops.pdf,201,201,,3f911503969af5e247fb414b6ab96c693f8d71ff,0.6496,"[{""source_name"": ""Building-Soils-for-Better-Crops.pdf"", ""source_file"": ""/content/drive/MyDrive/Agronomy_Data_Source/Building-Soils-for-Better-Crops.pdf"", ""page_start"": 201, ""page_end"": 201, ""chunk_id"": ""3f911503969af5e247fb414b6ab96c693f8d71ff"", ""evidence_quote"": ""while the average liquid dairy manure is around 25 pounds of N per 1,000 gallons, there are manures that might be 10 pounds N or less, or 40 pounds N or more, per 1,000 gallons.""}]","Parameter: n content of liquid dairy manure
Fact: The average liquid dairy manure is around 25 pounds of N per 1,000 gallons, but some manures may be 10 pounds N or less, or 40 pounds N or more, per 1,000 gallons.
Explicit value: 25 pounds N per 1,000 gallons
Condition: liquid dairy manure
Recommended action: None",7944009c5f7bf3de347f2486781394212c5d0911
